long;countryOrRegion;provinceOrState;county;isoCode;lat;totalConfirmedCases;newlyConfirmedCases;totalDeaths;newDeaths;totalRecoveredCases;newlyRecoveredCases
78.0;India;;;IN;21.0;3231754;66873;59612;1066;2467252;64151
